ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0060026	GO:0060026	convergent extension	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	MESP1	1
GO:0060049	GO:0060049	regulation of protein glycosylation	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	RAMP1	1
GO:0060732	GO:0060732	positive regulation of inositol phosphate biosynthetic process	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	P2RY6	1
GO:0060911	GO:0060911	cardiac cell fate commitment	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	MESP1	1
GO:0070166	GO:0070166	enamel mineralization	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	NECTIN1	1
GO:0070234	GO:0070234	positive regulation of T cell apoptotic process	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	ADAM8	1
GO:0070669	GO:0070669	response to interleukin-2	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	IL2RA	1
GO:0071941	GO:0071941	nitrogen cycle metabolic process	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	CPS1	1
GO:0072216	GO:0072216	positive regulation of metanephros development	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	BASP1	1
GO:0072498	GO:0072498	embryonic skeletal joint development	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	HOXC11	1
GO:0072677	GO:0072677	eosinophil migration	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	ADAM8	1
GO:0090128	GO:0090128	regulation of synapse maturation	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	CDC20	1
GO:0097154	GO:0097154	GABAergic neuron differentiation	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	RAC3	1
GO:0097468	GO:0097468	programmed cell death in response to reactive oxygen species	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	TRAP1	1
GO:0099171	GO:0099171	presynaptic modulation of chemical synaptic transmission	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	RAB26	1
GO:1900747	GO:1900747	negative regulation of vascular endothelial growth factor signaling pathway	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	XDH	1
GO:1901213	GO:1901213	regulation of transcription from RNA polymerase II promoter involved in heart development	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	GREM1	1
GO:1901386	GO:1901386	negative regulation of voltage-gated calcium channel activity	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	GPR35	1
GO:1901626	GO:1901626	regulation of postsynaptic membrane organization	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	SLC7A11	1
GO:1902043	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	PMAIP1	1
GO:1902570	GO:1902570	protein localization to nucleolus	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	BYSL	1
GO:1903054	GO:1903054	negative regulation of extracellular matrix organization	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	FAP	1
GO:1903351	GO:1903351	cellular response to dopamine	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	HCN3	1
GO:1904152	GO:1904152	regulation of retrograde protein transport, ER to cytosol	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	DERL3	1
GO:1905049	GO:1905049	negative regulation of metallopeptidase activity	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	TIMP1	1
GO:2000651	GO:2000651	positive regulation of sodium ion transmembrane transporter activity	1/899	14/17913	0.513797934618031	0.8931182560047	0.81401258293443	TESC	1
GO:0007019	GO:0007019	microtubule depolymerization	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	KIF2C/KIF18B	2
GO:0033363	GO:0033363	secretory granule organization	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	KNL1/SPINK2	2
GO:0045730	GO:0045730	respiratory burst	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	NOXA1/CD24	2
GO:0045777	GO:0045777	positive regulation of blood pressure	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	NMU/AGT	2
GO:0048566	GO:0048566	embryonic digestive tract development	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	STRA6/SIX2	2
GO:0060795	GO:0060795	cell fate commitment involved in formation of primary germ layer	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	MESP1/SIX2	2
GO:0071392	GO:0071392	cellular response to estradiol stimulus	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	CCNA2/SRD5A1	2
GO:0071868	GO:0071868	cellular response to monoamine stimulus	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	HCN3/SRD5A1	2
GO:0071870	GO:0071870	cellular response to catecholamine stimulus	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	HCN3/SRD5A1	2
GO:2000249	GO:2000249	regulation of actin cytoskeleton reorganization	2/899	34/17913	0.51455978648035	0.8931182560047	0.81401258293443	MDK/BAIAP2L1	2
GO:0002822	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	7/899	135/17913	0.519790596427792	0.895893941847722	0.816542419478809	HSPD1/FOXP3/CEACAM1/ZP3/IL23A/IL20RB/CCL19	7
GO:2001056	GO:2001056	positive regulation of cysteine-type endopeptidase activity	7/899	135/17913	0.519790596427792	0.895893941847722	0.816542419478809	TFAP4/HSPE1/HSPD1/XDH/EGLN3/AIM2/PMAIP1	7
GO:0019751	GO:0019751	polyol metabolic process	6/899	115/17913	0.520661001747159	0.895893941847722	0.816542419478809	P2RY6/CYP27B1/SORD/ITPKA/SGPP2/MIOX	6
GO:0014706	GO:0014706	striated muscle tissue development	19/899	376/17913	0.521540442826603	0.895893941847722	0.816542419478809	CCNB1/KAT2A/CENPF/NLN/UQCC2/SIX4/PAK1/CDK1/GREM1/PITX1/BCL9/COL11A1/SIX1/MESP1/SRPK3/DSP/DSG2/TWIST1/AGT	19
GO:0097711	GO:0097711	ciliary basal body-plasma membrane docking	5/899	95/17913	0.521838636034457	0.895893941847722	0.816542419478809	PLK1/NEK2/CDK1/PLK4/TUBG1	5
GO:0007599	GO:0007599	hemostasis	17/899	336/17913	0.521931796052937	0.895893941847722	0.816542419478809	COL1A1/COL3A1/F12/GPI/CEACAM1/FAP/COMP/H3C10/PLAU/SLC7A11/PROC/H3C4/COL1A2/ENTPD2/FGB/TFPI2/SAA1	17
GO:1990778	GO:1990778	protein localization to cell periphery	14/899	276/17913	0.522782636869119	0.895893941847722	0.816542419478809	SAPCD2/PLK1/ARHGEF16/RAB26/PKP3/LYPD1/ABCA12/EPHB2/RAMP1/KRT18/AGR2/LRRC15/VIL1/TESC	14
GO:0048588	GO:0048588	developmental cell growth	11/899	216/17913	0.524145611506579	0.895893941847722	0.816542419478809	SPP1/CRABP2/RASAL1/AURKA/PAK1/WNT3/LIMK1/TRIM46/POSTN/GAL/AGT	11
GO:0031396	GO:0031396	regulation of protein ubiquitination	10/899	196/17913	0.524781278375379	0.895893941847722	0.816542419478809	CDC20/PLK1/UBE2C/SOX4/FANCI/MAD2L1/INAVA/LIMK1/UBE2S/GCLC	10
GO:1901136	GO:1901136	carbohydrate derivative catabolic process	9/899	176/17913	0.525550237155012	0.895893941847722	0.816542419478809	HMMR/MMP12/ADAMTS12/APOBEC3B/PGLYRP4/VCAN/CEMIP/NT5E/CDA	9
GO:0002066	GO:0002066	columnar/cuboidal epithelial cell development	3/899	55/17913	0.526019083749404	0.895893941847722	0.816542419478809	MYO7A/TYMS/SPDEF	3
GO:0003229	GO:0003229	ventricular cardiac muscle tissue development	3/899	55/17913	0.526019083749404	0.895893941847722	0.816542419478809	COL11A1/DSP/DSG2	3
GO:0031102	GO:0031102	neuron projection regeneration	3/899	55/17913	0.526019083749404	0.895893941847722	0.816542419478809	SPP1/THY1/RTN4RL2	3
GO:0032722	GO:0032722	positive regulation of chemokine production	3/899	55/17913	0.526019083749404	0.895893941847722	0.816542419478809	POSTN/MIF/TWIST1	3
GO:0035306	GO:0035306	positive regulation of dephosphorylation	3/899	55/17913	0.526019083749404	0.895893941847722	0.816542419478809	CDCA2/PPP1R14D/NSMF	3
GO:0042982	GO:0042982	amyloid precursor protein metabolic process	3/899	55/17913	0.526019083749404	0.895893941847722	0.816542419478809	EFNA3/ACHE/KLK6	3
GO:2001233	GO:2001233	regulation of apoptotic signaling pathway	20/899	397/17913	0.526026856737513	0.895893941847722	0.816542419478809	TFAP4/TRAP1/P4HB/PPIF/FIGNL1/ENO1/BIK/HYOU1/MMP9/ITM2C/DEPTOR/E2F1/MIF/PMAIP1/SFN/RNF183/GCLC/FGB/AGT/MAGEA3	20
GO:0007519	GO:0007519	skeletal muscle tissue development	8/899	156/17913	0.526494601882044	0.895893941847722	0.816542419478809	NLN/UQCC2/SIX4/PITX1/BCL9/SIX1/SRPK3/TWIST1	8
GO:0090132	GO:0090132	epithelium migration	18/899	357/17913	0.526613025274957	0.895893941847722	0.816542419478809	ANLN/FERMT1/GREM1/MARVELD3/GPI/CXCL13/CEACAM1/FAP/MMP9/SRPX2/KRT16/S100P/S100A2/LOXL2/VIL1/PFN2/PRSS3/AGT	18
GO:0071375	GO:0071375	cellular response to peptide hormone stimulus	15/899	297/17913	0.527807965841608	0.895893941847722	0.816542419478809	PPAT/CDC6/CCNA2/GJB2/PAK1/BRIP1/BAIAP2L1/CEACAM1/SRD5A1/ATP6V1C2/EIF4EBP1/MZB1/GCLC/AGT/CPS1	15
GO:0016055	GO:0016055	Wnt signaling pathway	25/899	498/17913	0.529184943511468	0.895893941847722	0.816542419478809	CTHRC1/LGR4/MDK/FERMT1/DEPDC1B/ASPM/SOX4/CCNE1/COL1A1/FOXP3/WNT3/GREM1/CELSR3/BCL9/CCN4/GRHL3/SULF1/MESP1/ARHGEF19/CDH3/TSKU/ATP6V1C2/EGF/BARX1/CD24	25
GO:0022612	GO:0022612	gland morphogenesis	6/899	116/17913	0.529196399895682	0.895893941847722	0.816542419478809	MDK/CEACAM1/SULF1/FGL1/FOXA1/SERPINB5	6
GO:0072659	GO:0072659	protein localization to plasma membrane	12/899	237/17913	0.529593972792729	0.895893941847722	0.816542419478809	ARHGEF16/RAB26/PKP3/LYPD1/ABCA12/EPHB2/RAMP1/KRT18/AGR2/LRRC15/VIL1/TESC	12
GO:0061564	GO:0061564	axon development	22/899	438/17913	0.529982395975489	0.895893941847722	0.816542419478809	SPP1/SPTBN2/CRABP2/TNFRSF21/TUBB3/PAK1/WNT3/CELSR3/THY1/LIMK1/EPHB2/TSKU/RTN4RL2/TRIM46/NECTIN1/FEZF1/LINGO1/DOK5/UCHL1/SPTB/TUBB2B/GFRA3	22
GO:0003230	GO:0003230	cardiac atrium development	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	SOX4/MESP1	2
GO:0006378	GO:0006378	mRNA polyadenylation	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	CSTF2/PABPC1L	2
GO:0007157	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	NECTIN1/CEACAM5	2
GO:0007528	GO:0007528	neuromuscular junction development	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	SIX4/SIX1	2
GO:0019076	GO:0019076	viral release from host cell	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	PC/TRIM31	2
GO:0021587	GO:0021587	cerebellum morphogenesis	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	SPTBN2/KIF14	2
GO:0030224	GO:0030224	monocyte differentiation	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	IRF7/IL31RA	2
GO:0035890	GO:0035890	exit from host	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	PC/TRIM31	2
GO:0035891	GO:0035891	exit from host cell	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	PC/TRIM31	2
GO:0045070	GO:0045070	positive regulation of viral genome replication	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	TOP2A/SRPK1	2
GO:0050775	GO:0050775	positive regulation of dendrite morphogenesis	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	ITPKA/DBN1	2
GO:0052126	GO:0052126	movement in host environment	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	PC/TRIM31	2
GO:0052192	GO:0052192	movement in environment of other organism involved in symbiotic interaction	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	PC/TRIM31	2
GO:0060416	GO:0060416	response to growth hormone	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	SRD5A1/CPS1	2
GO:0070423	GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	IRAK1/INAVA	2
GO:0071542	GO:0071542	dopaminergic neuron differentiation	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	WNT3/FOXA1	2
GO:1901998	GO:1901998	toxin transport	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	CCT3/CCT5	2
GO:1903131	GO:1903131	mononuclear cell differentiation	2/899	35/17913	0.530233949201056	0.895893941847722	0.816542419478809	IRF7/IL31RA	2
GO:0018958	GO:0018958	phenol-containing compound metabolic process	5/899	96/17913	0.531217175424569	0.895893941847722	0.816542419478809	SRD5A1/CDH3/DIO2/SLC7A11/GPR37	5
GO:0030219	GO:0030219	megakaryocyte differentiation	5/899	96/17913	0.531217175424569	0.895893941847722	0.816542419478809	H3C10/H3C4/H4C8/TESC/H4C5	5
GO:0046928	GO:0046928	regulation of neurotransmitter secretion	5/899	96/17913	0.531217175424569	0.895893941847722	0.816542419478809	STX1A/CHRNA5/SYT12/APBA2/PFN2	5
GO:1901570	GO:1901570	fatty acid derivative biosynthetic process	5/899	96/17913	0.531217175424569	0.895893941847722	0.816542419478809	PTGES/BDH1/MIF/PLA2G4A/EDN2	5
GO:0002221	GO:0002221	pattern recognition receptor signaling pathway	10/899	197/17913	0.531331517217094	0.895893941847722	0.816542419478809	LGR4/HSPD1/IRAK1/IKBKE/INAVA/TSPAN6/SMPDL3B/IRF7/PGLYRP4/FGB	10
GO:0032869	GO:0032869	cellular response to insulin stimulus	10/899	197/17913	0.531331517217094	0.895893941847722	0.816542419478809	PPAT/PAK1/BAIAP2L1/CEACAM1/SRD5A1/ATP6V1C2/EIF4EBP1/MZB1/GCLC/AGT	10
GO:0060401	GO:0060401	cytosolic calcium ion transport	8/899	157/17913	0.533821046303951	0.895893941847722	0.816542419478809	ERO1A/P2RY6/THY1/CD19/GRIN2D/CEMIP/MS4A1/CCL19	8
GO:0030516	GO:0030516	regulation of axon extension	4/899	76/17913	0.534041102162972	0.895893941847722	0.816542419478809	PAK1/WNT3/LIMK1/TRIM46	4
GO:0031397	GO:0031397	negative regulation of protein ubiquitination	4/899	76/17913	0.534041102162972	0.895893941847722	0.816542419478809	SOX4/MAD2L1/LIMK1/GCLC	4
GO:1902803	GO:1902803	regulation of synaptic vesicle transport	4/899	76/17913	0.534041102162972	0.895893941847722	0.816542419478809	STX1A/CHRNA5/APBA2/PFN2	4
GO:0002429	GO:0002429	immune response-activating cell surface receptor signaling pathway	20/899	399/17913	0.535279622857743	0.895893941847722	0.816542419478809	TNFRSF21/PAK1/FOXP3/KCNN4/CEACAM1/THY1/LIMK1/PLPP4/CARD11/MUC20/MUC3A/CD79A/CD19/MUC13/MUC4/MUC16/CR2/MUC5B/MUC21/MS4A1	20
GO:0035304	GO:0035304	regulation of protein dephosphorylation	7/899	137/17913	0.535513740564345	0.895893941847722	0.816542419478809	PPP1R14B/CDCA2/PPP1R14D/PPP1R35/IGFBP3/NSMF/PPP2R2C	7
GO:0050709	GO:0050709	negative regulation of protein secretion	7/899	137/17913	0.535513740564345	0.895893941847722	0.816542419478809	LGR4/TNFRSF21/FOXP3/IDH2/BMP8A/SRCIN1/IL36RN	7
GO:0097479	GO:0097479	synaptic vesicle localization	7/899	137/17913	0.535513740564345	0.895893941847722	0.816542419478809	STX1A/SYT7/CHRNA5/SYT12/TRIM46/APBA2/PFN2	7
GO:0045165	GO:0045165	cell fate commitment	12/899	238/17913	0.535550481867014	0.895893941847722	0.816542419478809	FOXP3/PITX1/SPDEF/RUNX2/ESRP1/SOX12/SIX1/MESP1/IL23A/FOXA1/SIX2/HOXC10	12
GO:0198738	GO:0198738	cell-cell signaling by wnt	25/899	500/17913	0.53746717473041	0.895893941847722	0.816542419478809	CTHRC1/LGR4/MDK/FERMT1/DEPDC1B/ASPM/SOX4/CCNE1/COL1A1/FOXP3/WNT3/GREM1/CELSR3/BCL9/CCN4/GRHL3/SULF1/MESP1/ARHGEF19/CDH3/TSKU/ATP6V1C2/EGF/BARX1/CD24	25
GO:0051208	GO:0051208	sequestering of calcium ion	6/899	117/17913	0.537668702877764	0.895893941847722	0.816542419478809	ERO1A/P2RY6/THY1/CD19/CEMIP/CCL19	6
GO:0060147	GO:0060147	regulation of posttranscriptional gene silencing	6/899	117/17913	0.537668702877764	0.895893941847722	0.816542419478809	POLR2H/NUP155/H3C10/H3C4/H4C8/H4C5	6
GO:0060966	GO:0060966	regulation of gene silencing by RNA	6/899	117/17913	0.537668702877764	0.895893941847722	0.816542419478809	POLR2H/NUP155/H3C10/H3C4/H4C8/H4C5	6
GO:0001696	GO:0001696	gastric acid secretion	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	NMU	1
GO:0001711	GO:0001711	endodermal cell fate commitment	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	MESP1	1
GO:0001829	GO:0001829	trophectodermal cell differentiation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	BYSL	1
GO:0002467	GO:0002467	germinal center formation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	CXCL13	1
GO:0002716	GO:0002716	negative regulation of natural killer cell mediated immunity	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	CEACAM1	1
GO:0006388	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	CSTF2	1
GO:0006474	GO:0006474	N-terminal protein amino acid acetylation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	SOX4	1
GO:0007039	GO:0007039	protein catabolic process in the vacuole	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	LAPTM4B	1
GO:0007097	GO:0007097	nuclear migration	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	KIF1A	1
GO:0007638	GO:0007638	mechanosensory behavior	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	STRA6	1
GO:0009415	GO:0009415	response to water	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	KRT8	1
GO:0010566	GO:0010566	regulation of ketone biosynthetic process	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	CLCN2	1
GO:0010759	GO:0010759	positive regulation of macrophage chemotaxis	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	MDK	1
GO:0014733	GO:0014733	regulation of skeletal muscle adaptation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	TNNT1	1
GO:0014856	GO:0014856	skeletal muscle cell proliferation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	SIX1	1
GO:0015671	GO:0015671	oxygen transport	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	MB	1
GO:0017014	GO:0017014	protein nitrosylation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	GAPDH	1
GO:0018119	GO:0018119	peptidyl-cysteine S-nitrosylation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	GAPDH	1
GO:0030238	GO:0030238	male sex determination	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	SIX4	1
GO:0032274	GO:0032274	gonadotropin secretion	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	INHA	1
GO:0032486	GO:0032486	Rap protein signal transduction	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	KIF14	1
GO:0032736	GO:0032736	positive regulation of interleukin-13 production	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	PAEP	1
GO:0033540	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	DECR2	1
GO:0033599	GO:0033599	regulation of mammary gland epithelial cell proliferation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	IQGAP3	1
GO:0033689	GO:0033689	negative regulation of osteoblast proliferation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	GREM1	1
GO:0034111	GO:0034111	negative regulation of homotypic cell-cell adhesion	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	CEACAM1	1
GO:0034134	GO:0034134	toll-like receptor 2 signaling pathway	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	IRAK1	1
GO:0034349	GO:0034349	glial cell apoptotic process	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	TNFRSF21	1
GO:0035635	GO:0035635	entry of bacterium into host cell	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	KRT6A	1
GO:0035815	GO:0035815	positive regulation of renal sodium excretion	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	AGT	1
GO:0042362	GO:0042362	fat-soluble vitamin biosynthetic process	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	CYP27B1	1
GO:0042754	GO:0042754	negative regulation of circadian rhythm	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	SUV39H2	1
GO:0042994	GO:0042994	cytoplasmic sequestering of transcription factor	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	TONSL	1
GO:0043931	GO:0043931	ossification involved in bone maturation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	GREM1	1
GO:0045091	GO:0045091	regulation of single stranded viral RNA replication via double stranded DNA intermediate	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	TOP2A	1
GO:0046321	GO:0046321	positive regulation of fatty acid oxidation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	TWIST1	1
GO:0046519	GO:0046519	sphingoid metabolic process	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	SGPP2	1
GO:0046931	GO:0046931	pore complex assembly	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	CCT3	1
GO:0048521	GO:0048521	negative regulation of behavior	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	NMU	1
GO:0050651	GO:0050651	dermatan sulfate proteoglycan biosynthetic process	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	VCAN	1
GO:0051044	GO:0051044	positive regulation of membrane protein ectodomain proteolysis	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	ADAM8	1
GO:0061158	GO:0061158	3'-UTR-mediated mRNA destabilization	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	PLEKHN1	1
GO:0071380	GO:0071380	cellular response to prostaglandin E stimulus	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	P2RY6	1
GO:0071474	GO:0071474	cellular hyperosmotic response	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	SLC2A1	1
GO:0071599	GO:0071599	otic vesicle development	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	SIX1	1
GO:0072160	GO:0072160	nephron tubule epithelial cell differentiation	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	CD24	1
GO:0090197	GO:0090197	positive regulation of chemokine secretion	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	POSTN	1
GO:0098840	GO:0098840	protein transport along microtubule	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	KIF1A	1
GO:0099118	GO:0099118	microtubule-based protein transport	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	KIF1A	1
GO:1900119	GO:1900119	positive regulation of execution phase of apoptosis	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	FAP	1
GO:1900451	GO:1900451	positive regulation of glutamate receptor signaling pathway	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	EPHB2	1
GO:1902188	GO:1902188	positive regulation of viral release from host cell	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	PC	1
GO:1903350	GO:1903350	response to dopamine	1/899	15/17913	0.538218050645652	0.895893941847722	0.816542419478809	HCN3	1
GO:1901880	GO:1901880	negative regulation of protein depolymerization	3/899	56/17913	0.538294439935218	0.895893941847722	0.816542419478809	SPTBN2/VIL1/SPTB	3
GO:0099173	GO:0099173	postsynapse organization	8/899	158/17913	0.541104592212393	0.895893941847722	0.816542419478809	SPTBN2/ITPKA/NGEF/EPHB2/ARHGAP39/DBN1/SRCIN1/SLC7A11	8
GO:0010675	GO:0010675	regulation of cellular carbohydrate metabolic process	7/899	138/17913	0.54329799194295	0.895893941847722	0.816542419478809	KAT2A/NLN/PHLDA2/PDK1/P2RY6/IGFBP3/PMAIP1	7
GO:0031056	GO:0031056	regulation of histone modification	7/899	138/17913	0.54329799194295	0.895893941847722	0.816542419478809	CCNB1/KAT2A/CHEK1/FOXP3/KPNA7/DNMT3B/TWIST1	7
GO:0016042	GO:0016042	lipid catabolic process	15/899	300/17913	0.543759166984424	0.895893941847722	0.816542419478809	SPP1/PAFAH1B3/DECR2/CYP27B1/CYP24A1/SRD5A1/SMPDL3B/SRD5A3/LIPM/CLPSL2/PLAAT1/TWIST1/AKR1B10/CRABP1/CPS1	15
GO:0002064	GO:0002064	epithelial cell development	10/899	199/17913	0.54433798674085	0.895893941847722	0.816542419478809	MYO7A/TYMS/TMEM79/ST14/SPDEF/PROC/CLDN3/SFN/FOXA1/VSIG1	10
GO:0048762	GO:0048762	mesenchymal cell differentiation	10/899	199/17913	0.54433798674085	0.895893941847722	0.816542419478809	EZH2/MDK/COL1A1/GREM1/FAM83D/PITX2/LOXL2/FOXA1/SIX2/TWIST1	10
GO:0090276	GO:0090276	regulation of peptide hormone secretion	10/899	199/17913	0.54433798674085	0.895893941847722	0.816542419478809	STX1A/SLC2A1/UQCC2/SOX4/SYT7/TFR2/NMU/BMP8A/TNFSF11/FGB	10
GO:0090398	GO:0090398	cellular senescence	4/899	77/17913	0.544461012672815	0.895893941847722	0.816542419478809	HMGA1/H2AX/CDKN2A/TWIST1	4
GO:0010573	GO:0010573	vascular endothelial growth factor production	2/899	36/17913	0.545559560535083	0.895893941847722	0.816542419478809	SULF1/ADGRG1	2
GO:0015682	GO:0015682	ferric iron transport	2/899	36/17913	0.545559560535083	0.895893941847722	0.816542419478809	TFR2/ATP6V1C2	2
GO:0033572	GO:0033572	transferrin transport	2/899	36/17913	0.545559560535083	0.895893941847722	0.816542419478809	TFR2/ATP6V1C2	2
GO:0034390	GO:0034390	smooth muscle cell apoptotic process	2/899	36/17913	0.545559560535083	0.895893941847722	0.816542419478809	E2F3/CDKN2A	2
GO:0034391	GO:0034391	regulation of smooth muscle cell apoptotic process	2/899	36/17913	0.545559560535083	0.895893941847722	0.816542419478809	E2F3/CDKN2A	2
GO:0035872	GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	2/899	36/17913	0.545559560535083	0.895893941847722	0.816542419478809	IRAK1/INAVA	2
GO:0043114	GO:0043114	regulation of vascular permeability	2/899	36/17913	0.545559560535083	0.895893941847722	0.816542419478809	C2CD4A/CEACAM1	2
