ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0048021	GO:0048021	regulation of melanin biosynthetic process	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	ZEB2/TYRP1	2
GO:0048245	GO:0048245	eosinophil chemotaxis	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	DAPK2/CCL24	2
GO:0048755	GO:0048755	branching morphogenesis of a nerve	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	FGFR2/LRRK2	2
GO:0051006	GO:0051006	positive regulation of lipoprotein lipase activity	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	GPIHBP1/APOH	2
GO:0051593	GO:0051593	response to folic acid	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	BCHE/FOLR1	2
GO:0060213	GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	ZFP36/BTG2	2
GO:0060287	GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	DNAAF1/CFAP53	2
GO:0060536	GO:0060536	cartilage morphogenesis	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	RSPO2/HOXA5	2
GO:0060923	GO:0060923	cardiac muscle cell fate commitment	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	WNT3A/TBX3	2
GO:0070391	GO:0070391	response to lipoteichoic acid	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	CD36/TLR4	2
GO:0070942	GO:0070942	neutrophil mediated cytotoxicity	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	DNASE1L3/CTSG	2
GO:0071223	GO:0071223	cellular response to lipoteichoic acid	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	CD36/TLR4	2
GO:0071600	GO:0071600	otic vesicle morphogenesis	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	FGF10/FGFR2	2
GO:0071639	GO:0071639	positive regulation of monocyte chemotactic protein-1 production	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	AGER/IL1B	2
GO:0071670	GO:0071670	smooth muscle cell chemotaxis	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	SLIT2/AIF1	2
GO:0071838	GO:0071838	cell proliferation in bone marrow	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	ACE/MAP3K3	2
GO:0071863	GO:0071863	regulation of cell proliferation in bone marrow	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	FGFR2/MAP3K3	2
GO:0072015	GO:0072015	glomerular visceral epithelial cell development	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	PODXL/LAMB2	2
GO:0072124	GO:0072124	regulation of glomerular mesangial cell proliferation	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	PDGFB/EGR1	2
GO:0072203	GO:0072203	cell proliferation involved in metanephros development	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	GPC3/EGR1	2
GO:0086070	GO:0086070	SA node cell to atrial cardiac muscle cell communication	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	KCNA5/GJA5	2
GO:0097050	GO:0097050	type B pancreatic cell apoptotic process	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	WFS1/IL6	2
GO:0099550	GO:0099550	trans-synaptic signaling, modulating synaptic transmission	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	NTRK2/CNR1	2
GO:1900426	GO:1900426	positive regulation of defense response to bacterium	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	UNC13B/PGC	2
GO:1901725	GO:1901725	regulation of histone deacetylase activity	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	LRRK2/PRKD1	2
GO:1902805	GO:1902805	positive regulation of synaptic vesicle transport	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	CNR1/UNC13B	2
GO:1904684	GO:1904684	negative regulation of metalloendopeptidase activity	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	RECK/TIMP3	2
GO:2000049	GO:2000049	positive regulation of cell-cell adhesion mediated by cadherin	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	WNT3A/FOXA2	2
GO:2000544	GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	FGF2/FGF18	2
GO:2000665	GO:2000665	regulation of interleukin-13 secretion	2/1389	10/17913	0.178810684379996	0.349276729581092	0.235449800983273	LILRA5/PRKCZ	2
GO:0001502	GO:0001502	cartilage condensation	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	WNT7A/CCN2/MGP	3
GO:0001710	GO:0001710	mesodermal cell fate commitment	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	WNT3A/SOX17/KLF4	3
GO:0002313	GO:0002313	mature B cell differentiation involved in immune response	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	ITM2A/MFNG/DOCK11	3
GO:0002544	GO:0002544	chronic inflammatory response	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	GJA1/UNC13D/S100A8	3
GO:0002710	GO:0002710	negative regulation of T cell mediated immunity	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	IL7R/SMAD7/PTPRC	3
GO:0009713	GO:0009713	catechol-containing compound biosynthetic process	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	AGTR2/SNCA/TGFB2	3
GO:0031280	GO:0031280	negative regulation of cyclase activity	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	EDNRB/NPR3/P2RY13	3
GO:0032026	GO:0032026	response to magnesium ion	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	SNCA/FBP1/BMP6	3
GO:0032700	GO:0032700	negative regulation of interleukin-17 production	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	VSIR/TLR4/NCKAP1L	3
GO:0033189	GO:0033189	response to vitamin A	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	CAT/PPARG/ALDH1A2	3
GO:0042403	GO:0042403	thyroid hormone metabolic process	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	DUOX1/DUOXA1/GCNT4	3
GO:0042423	GO:0042423	catecholamine biosynthetic process	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	AGTR2/SNCA/TGFB2	3
GO:0043153	GO:0043153	entrainment of circadian clock by photoperiod	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	CRY2/ID2/PER1	3
GO:0043691	GO:0043691	reverse cholesterol transport	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	ABCG1/APOA1/CLU	3
GO:0045061	GO:0045061	thymic T cell selection	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	DOCK2/PTPRC/CD74	3
GO:0046597	GO:0046597	negative regulation of viral entry into host cell	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	FCN3/FCN1/PTX3	3
GO:0051412	GO:0051412	response to corticosterone	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	FOSB/MAOB/FOS	3
GO:0051546	GO:0051546	keratinocyte migration	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	FGF10/HBEGF/FGF7	3
GO:0071071	GO:0071071	regulation of phospholipid biosynthetic process	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	FPR2/PDGFB/ADGRF5	3
GO:0071294	GO:0071294	cellular response to zinc ion	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	KCNK3/MT1M/MT1A	3
GO:0098915	GO:0098915	membrane repolarization during ventricular cardiac muscle cell action potential	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	KCNJ5/KCNJ8/KCNQ1	3
GO:1902307	GO:1902307	positive regulation of sodium ion transmembrane transport	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	FXYD1/NOS1/ATP1B2	3
GO:1905939	GO:1905939	regulation of gonad development	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	RETN/CITED2/NUPR1	3
GO:2000010	GO:2000010	positive regulation of protein localization to cell surface	3/1389	19/17913	0.178825012078779	0.349276729581092	0.235449800983273	ERBB4/TYROBP/FCER1G	3
GO:0051153	GO:0051153	regulation of striated muscle cell differentiation	12/1389	115/17913	0.180209664782577	0.351853485556983	0.23718680957939	WNT3A/PI16/BDNF/MYOCD/NRG1/EDN1/BMP2/EHD2/AKAP13/EFNB2/CD53/BHLHE41	12
GO:0001658	GO:0001658	branching involved in ureteric bud morphogenesis	7/1389	60/17913	0.181139363883737	0.353028220593404	0.237978706396751	TCF21/FGF2/AGTR2/GPC3/NPNT/BMP2/FAT4	7
GO:0002260	GO:0002260	lymphocyte homeostasis	7/1389	60/17913	0.181139363883737	0.353028220593404	0.237978706396751	SLC46A2/DOCK11/NCKAP1L/P2RX7/TSC22D3/SPNS2/CD74	7
GO:0031640	GO:0031640	killing of cells of other organism	7/1389	60/17913	0.181139363883737	0.353028220593404	0.237978706396751	CAMP/PF4/S100A12/CTSG/PRF1/P2RX7/LYZ	7
GO:0044364	GO:0044364	disruption of cells of other organism	7/1389	60/17913	0.181139363883737	0.353028220593404	0.237978706396751	CAMP/PF4/S100A12/CTSG/PRF1/P2RX7/LYZ	7
GO:2000401	GO:2000401	regulation of lymphocyte migration	7/1389	60/17913	0.181139363883737	0.353028220593404	0.237978706396751	SPN/ADTRP/CXCL12/DOCK8/AIF1/CCL2/CCL21	7
GO:0003298	GO:0003298	physiological muscle hypertrophy	5/1389	39/17913	0.181708931913251	0.353498106516703	0.238295459669316	ADRA1A/PI16/AGTR2/EDN1/AKAP13	5
GO:0003301	GO:0003301	physiological cardiac muscle hypertrophy	5/1389	39/17913	0.181708931913251	0.353498106516703	0.238295459669316	ADRA1A/PI16/AGTR2/EDN1/AKAP13	5
GO:0030204	GO:0030204	chondroitin sulfate metabolic process	5/1389	39/17913	0.181708931913251	0.353498106516703	0.238295459669316	SPOCK2/HYAL1/NDNF/DCN/CHST9	5
GO:0061049	GO:0061049	cell growth involved in cardiac muscle cell development	5/1389	39/17913	0.181708931913251	0.353498106516703	0.238295459669316	ADRA1A/PI16/AGTR2/EDN1/AKAP13	5
GO:0090279	GO:0090279	regulation of calcium ion import	5/1389	39/17913	0.181708931913251	0.353498106516703	0.238295459669316	RAMP3/TRPV2/PDGFB/CXCL12/CCL2	5
GO:0019395	GO:0019395	fatty acid oxidation	10/1389	93/17913	0.183123611176282	0.356047484966485	0.240014012890288	ACADL/C1QTNF2/ACOXL/PDK4/ACACB/HSD17B4/CYGB/NR4A3/PPARG/CNR1	10
GO:0043407	GO:0043407	negative regulation of MAP kinase activity	8/1389	71/17913	0.183151726145183	0.356047484966485	0.240014012890288	CAV1/INPP5K/HYAL2/DUSP1/DAB2IP/DUSP8/IL1B/IRAK3	8
GO:0006970	GO:0006970	response to osmotic stress	9/1389	82/17913	0.183643902477458	0.35687534822362	0.240572081099892	LRRC8C/KMO/AQP9/AQP1/ABCB1/MYLK/MAPK10/RCSD1/TSC22D3	9
GO:0070102	GO:0070102	interleukin-6-mediated signaling pathway	4/1389	29/17913	0.183854889740976	0.356898687480589	0.240587814250552	SPI1/IL6/SOCS3/CEBPA	4
GO:0072538	GO:0072538	T-helper 17 type immune response	4/1389	29/17913	0.183854889740976	0.356898687480589	0.240587814250552	PRKCQ/SMAD7/IL6/RORA	4
GO:0072606	GO:0072606	interleukin-8 secretion	4/1389	29/17913	0.183854889740976	0.356898687480589	0.240587814250552	HYAL2/FCN1/CD244/ANXA1	4
GO:0007050	GO:0007050	cell cycle arrest	22/1389	231/17913	0.184976517895417	0.358946499385228	0.241968258077935	RGCC/FGF10/PPP1R15A/GPER1/GAS6/CAB39L/GATA6/APBB1/KAT2B/DUSP1/DAB2IP/APBB2/EVI2B/DHCR24/PLAGL1/VASH1/CDKN2B/BTG2/GAS7/ID2/CDKN1C/TGFB2	22
GO:0007569	GO:0007569	cell aging	12/1389	116/17913	0.187819433182395	0.364331784410406	0.245598515063382	MME/TBX3/ECRG4/TBX2/ENG/MAP3K3/PRELP/VASH1/CDKN2B/AKT3/ID2/ICAM1	12
GO:0036465	GO:0036465	synaptic vesicle recycling	6/1389	50/17913	0.188641822322491	0.365268674313539	0.24623007887097	WNT3A/SH3GL2/WNT7A/SNCA/LRRK2/SYP	6
GO:0045661	GO:0045661	regulation of myoblast differentiation	6/1389	50/17913	0.188641822322491	0.365268674313539	0.24623007887097	SOSTDC1/TBX3/RANBP3L/MYOCD/PRICKLE1/ID3	6
GO:0050732	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	6/1389	50/17913	0.188641822322491	0.365268674313539	0.24623007887097	CAV1/HYAL2/GPRC5A/PRKCZ/SOCS3/PTPRC	6
GO:0055081	GO:0055081	anion homeostasis	6/1389	50/17913	0.188641822322491	0.365268674313539	0.24623007887097	OTC/FGFR4/ABCG1/APOA1/TLCD2/SLC34A2	6
GO:2000179	GO:2000179	positive regulation of neural precursor cell proliferation	6/1389	50/17913	0.188641822322491	0.365268674313539	0.24623007887097	WNT3A/GJC2/NES/CX3CR1/CX3CL1/LRP2	6
GO:0051147	GO:0051147	regulation of muscle cell differentiation	18/1389	185/17913	0.18887136441632	0.365336243697846	0.246275627849016	WNT3A/FOXF1/PI16/BDNF/GPER1/ENG/FGFR2/ZEB1/MYOCD/NRG1/EDN1/PDGFB/BMP2/EHD2/AKAP13/EFNB2/CD53/BHLHE41	18
GO:0032872	GO:0032872	regulation of stress-activated MAPK cascade	21/1389	220/17913	0.18888039954793	0.365336243697846	0.246275627849016	AGER/SASH1/FZD4/TLR4/ZEB2/MAP3K3/EDN1/BMP2/GADD45B/FLT4/DUSP1/CCN2/SIRPA/RASSF2/DAB2IP/NCF1/PER1/MAGI3/TGFB2/IL1B/CCL21	21
GO:0033157	GO:0033157	regulation of intracellular protein transport	21/1389	220/17913	0.18888039954793	0.365336243697846	0.246275627849016	CHRM1/CD36/ANGPT1/INPP5K/AGTR2/GAS6/HYAL2/VAMP2/ARHGAP44/LRRK2/STOM/RIPOR1/SLC51B/PKIG/ABLIM3/PIK3R1/INSIG1/LCP1/PKIA/IL1B/ITGAM	21
GO:0007605	GO:0007605	sensory perception of sound	14/1389	139/17913	0.189690343082602	0.366771015496759	0.247242817203187	CLIC5/WFS1/ROR1/FZD4/SOBP/CCDC50/CDC14A/DCDC2/THRB/COL4A3/EYA4/LRP2/ICAM1/KCNQ1	14
GO:0051963	GO:0051963	regulation of synapse assembly	11/1389	105/17913	0.189978408965326	0.367064207771065	0.247440460094307	WNT3A/LRRN3/BDNF/WNT7A/MDGA1/SNCA/ROBO2/NTRK2/FLRT3/LRRC4B/AMIGO1	11
GO:0055076	GO:0055076	transition metal ion homeostasis	11/1389	105/17913	0.189978408965326	0.367064207771065	0.247440460094307	EPAS1/ALAS2/ABCG2/HYAL2/CYBRD1/SLC11A1/SCARA5/TFRC/S100A8/BMP6/STEAP4	11
GO:0032922	GO:0032922	circadian regulation of gene expression	7/1389	61/17913	0.191943314310769	0.370594536887781	0.249820278781149	CRY2/RORA/EGR1/ID2/PER1/BHLHE41/NR0B2	7
GO:0042733	GO:0042733	embryonic digit morphogenesis	7/1389	61/17913	0.191943314310769	0.370594536887781	0.249820278781149	TBX3/WNT7A/TBX2/IHH/ZBTB16/GJA1/FREM2	7
GO:0099003	GO:0099003	vesicle-mediated transport in synapse	17/1389	174/17913	0.192607911579918	0.371542791453346	0.250459503584392	ADRA1A/LIN7A/ARC/P2RY1/SH3GL2/WNT7A/VAMP2/SNCA/LRRK2/RIMS4/CNR1/P2RX1/MAPK10/EFNB2/P2RX7/SYP/UNC13B	17
GO:0044262	GO:0044262	cellular carbohydrate metabolic process	24/1389	256/17913	0.192649617073838	0.371542791453346	0.250459503584392	PRKCE/P2RY1/C1QTNF2/PTH1R/NDST1/INPP5K/LEPR/GPER1/PCDH12/PDK4/SNCA/SORBS1/ACACB/HK3/KAT2B/FBP1/CD244/RORA/HAS1/CBFA2T3/PTAFR/RGN/NUPR1/FOXA2	24
GO:0008286	GO:0008286	insulin receptor signaling pathway	13/1389	128/17913	0.192710635745454	0.371542791453346	0.250459503584392	KL/CAV2/INPP5K/PDK4/PID1/GAB1/SORBS1/PRKCQ/PIK3R1/ENHO/PRKCZ/RARRES2/IL1B	13
GO:0045995	GO:0045995	regulation of embryonic development	13/1389	128/17913	0.192710635745454	0.371542791453346	0.250459503584392	WNT3A/SOX17/MYADM/TBX2/KLF4/GATA2/PHLDB2/APOA1/NKD1/LAMA4/WNT2/LAMA3/FOXA2	13
GO:0008625	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	9/1389	83/17913	0.192850223217021	0.371678743241688	0.25055114960257	ITPRIP/TIMP3/PIK3R1/DAB2IP/MAL/ATF3/DAPK1/BMP5/ICAM1	9
GO:0006081	GO:0006081	cellular aldehyde metabolic process	8/1389	72/17913	0.193080920840039	0.371990130698263	0.250761057988872	BMP2/ALDH1A1/DKK3/ALDH1A2/ALDH3B1/BMP5/BMP6/SDR16C5	8
GO:0071470	GO:0071470	cellular response to osmotic stress	5/1389	40/17913	0.195389260306436	0.376302652007491	0.253668157712383	LRRC8C/AQP1/MYLK/MAPK10/RCSD1	5
GO:0034754	GO:0034754	cellular hormone metabolic process	12/1389	117/17913	0.195575945417738	0.376527428369534	0.253819680975247	HSD17B6/RBP4/HSD17B4/BMP2/SULT1A1/EGR1/ALDH1A1/DKK3/ALDH1A2/BMP5/BMP6/SDR16C5	12
GO:0021761	GO:0021761	limbic system development	11/1389	106/17913	0.198206859601184	0.380890128278495	0.256760606431537	WNT3A/FEZ1/TBX3/ANXA3/ID4/ZEB2/FGFR2/MFSD2A/NR4A3/ETS1/BTG2	11
GO:0043279	GO:0043279	response to alkaloid	11/1389	106/17913	0.198206859601184	0.380890128278495	0.256760606431537	ADCY8/PRKCE/CASQ2/BCHE/SNCA/FOSB/PPARG/CNR1/AIF1/CACNG4/ICAM1	11
GO:0043502	GO:0043502	regulation of muscle adaptation	11/1389	106/17913	0.198206859601184	0.380890128278495	0.256760606431537	ADRA1A/TNNC1/PI16/LMCD1/PDE5A/KLF4/SGCA/UTRN/EDN1/NR4A3/AIF1	11
GO:0003323	GO:0003323	type B pancreatic cell development	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	SIDT2/BMP5/BMP6	3
GO:0008356	GO:0008356	asymmetric cell division	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	SOX5/ZBTB16/ETV5	3
GO:0010869	GO:0010869	regulation of receptor biosynthetic process	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	HOXA5/EDN1/PPARG	3
GO:0014046	GO:0014046	dopamine secretion	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	SNCA/CNR1/CXCL12	3
GO:0014059	GO:0014059	regulation of dopamine secretion	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	SNCA/CNR1/CXCL12	3
GO:0014821	GO:0014821	phasic smooth muscle contraction	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	EDNRB/EDN3/EDN1	3
GO:0032769	GO:0032769	negative regulation of monooxygenase activity	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	CAV1/SNCA/CNR1	3
GO:0042832	GO:0042832	defense response to protozoan	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	SLC11A1/PF4/IRF8	3
GO:0043371	GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	HLX/SMAD7/ANXA1	3
GO:0045723	GO:0045723	positive regulation of fatty acid biosynthetic process	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	MID1IP1/IL1B/RGN	3
GO:0071636	GO:0071636	positive regulation of transforming growth factor beta production	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	CD34/WNT11/CX3CL1	3
GO:0098743	GO:0098743	cell aggregation	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	WNT7A/CCN2/MGP	3
GO:1900424	GO:1900424	regulation of defense response to bacterium	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	SIGLEC11/UNC13B/PGC	3
GO:1902473	GO:1902473	regulation of protein localization to synapse	3/1389	20/17913	0.199045352298667	0.380890128278495	0.256760606431537	WNT7A/ARHGAP44/PRKCZ	3
GO:0019433	GO:0019433	triglyceride catabolic process	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	FABP4/FABP5/LPL/AADAC	4
GO:0045939	GO:0045939	negative regulation of steroid metabolic process	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	BMP2/INSIG1/DKK3/BMP5	4
GO:0050690	GO:0050690	regulation of defense response to virus by virus	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	HCK/ELMO1/DOCK2/CD4	4
GO:0051194	GO:0051194	positive regulation of cofactor metabolic process	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	GPD1/SNCA/DUOXA1/P2RX7	4
GO:0051491	GO:0051491	positive regulation of filopodium assembly	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	GPM6A/DOCK11/PALM/CCL21	4
GO:0090075	GO:0090075	relaxation of muscle	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	P2RY1/ATP1A2/PDE5A/PRKG1	4
GO:1902991	GO:1902991	regulation of amyloid precursor protein catabolic process	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	AGER/GSAP/SPON1/CLU	4
GO:1905476	GO:1905476	negative regulation of protein localization to membrane	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	INPP5K/PID1/PKDCC/DAB2	4
GO:1905606	GO:1905606	regulation of presynapse assembly	4/1389	30/17913	0.20005996206343	0.381374684672993	0.257087249167761	WNT3A/WNT7A/MDGA1/SNCA	4
GO:0050803	GO:0050803	regulation of synapse structure or activity	21/1389	222/17913	0.200103112028804	0.381374684672993	0.257087249167761	GPM6A/WNT3A/ARHGEF15/LRRN3/ARC/BDNF/WNT7A/MDGA1/SNCA/LRRK2/PTPRO/ROBO2/SHANK3/NTRK2/FLRT3/DAB2IP/LRRC4B/ETV5/AMIGO1/TUBA1A/PTN	21
GO:0070302	GO:0070302	regulation of stress-activated protein kinase signaling cascade	21/1389	222/17913	0.200103112028804	0.381374684672993	0.257087249167761	AGER/SASH1/FZD4/TLR4/ZEB2/MAP3K3/EDN1/BMP2/GADD45B/FLT4/DUSP1/CCN2/SIRPA/RASSF2/DAB2IP/NCF1/PER1/MAGI3/TGFB2/IL1B/CCL21	21
GO:0060249	GO:0060249	anatomical structure homeostasis	37/1389	413/17913	0.200149063281274	0.381374684672993	0.257087249167761	S1PR1/LDB2/EPAS1/ADRB2/CLDN18/P2RY1/ZNF365/PTH1R/CD34/PDK4/CFL2/RBP4/GATA2/PRKCQ/TLR4/IHH/DCSTAMP/CA2/SFTPD/IL20RA/CCN2/IL6/WWTR1/CNR1/P2RX1/AKT3/LIPA/TFRC/P2RX7/LYZ/ADGRF5/CTSH/SASH3/SNX10/CX3CL1/PIGR/NAPSA	37
GO:0034440	GO:0034440	lipid oxidation	10/1389	95/17913	0.200488502185281	0.381886240799646	0.257432092605675	ACADL/C1QTNF2/ACOXL/PDK4/ACACB/HSD17B4/CYGB/NR4A3/PPARG/CNR1	10
GO:0045620	GO:0045620	negative regulation of lymphocyte differentiation	6/1389	51/17913	0.20083440213227	0.382274466881409	0.257693798427867	IHH/HLX/SMAD7/ID2/CD74/ANXA1	6
GO:0045744	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	6/1389	51/17913	0.20083440213227	0.382274466881409	0.257693798427867	ADRB2/SNCA/ARRB1/APLN/APLNR/PALM	6
GO:0030838	GO:0030838	positive regulation of actin filament polymerization	9/1389	84/17913	0.202249998892297	0.384832830282691	0.259418408465293	PRKCE/CSF3/LMOD1/NCKAP1L/CCL24/HCK/ALOX15/ICAM1/CCL21	9
GO:0002637	GO:0002637	regulation of immunoglobulin production	7/1389	62/17913	0.202998255825369	0.385847267607316	0.260102247513143	IL33/HLA-E/RBP4/TNFSF13/IL6/TFRC/PTPRC	7
GO:0038034	GO:0038034	signal transduction in absence of ligand	7/1389	62/17913	0.202998255825369	0.385847267607316	0.260102247513143	FGF10/DCC/SRPX/PF4/IL1A/IL1B/CX3CL1	7
GO:0097192	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	7/1389	62/17913	0.202998255825369	0.385847267607316	0.260102247513143	FGF10/DCC/SRPX/PF4/IL1A/IL1B/CX3CL1	7
GO:0021536	GO:0021536	diencephalon development	8/1389	73/17913	0.203228064383016	0.386147674592163	0.260304753889337	FGF10/SEMA5A/GATA2/ZEB2/BMP2/ETS1/ALDH1A2/PTN	8
GO:0006766	GO:0006766	vitamin metabolic process	13/1389	130/17913	0.207784707572585	0.386820510744742	0.260758317281347	SLC19A3/RBP2/ACP5/CYP27A1/KMO/AOX1/CYB5A/SLC2A3/ALDH1A2/IL1B/VNN2/FOLR1/LRP2	13
GO:0000050	GO:0000050	urea cycle	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	OTC/CEBPA	2
GO:0000185	GO:0000185	activation of MAPKKK activity	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	GADD45B/DAB2IP	2
GO:0001821	GO:0001821	histamine secretion	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	BTK/EDN1	2
GO:0001845	GO:0001845	phagolysosome assembly	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	SRPX/P2RX7	2
GO:0002323	GO:0002323	natural killer cell activation involved in immune response	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	CD244/UNC13D	2
GO:0002923	GO:0002923	regulation of humoral immune response mediated by circulating immunoglobulin	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	PTPRC/C4BPA	2
GO:0006707	GO:0006707	cholesterol catabolic process	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	CYP27A1/SCARF1	2
GO:0006853	GO:0006853	carnitine shuttle	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	ACACB/MID1IP1	2
GO:0009629	GO:0009629	response to gravity	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	FOS/PTAFR	2
GO:0010623	GO:0010623	programmed cell death involved in cell development	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	IL1A/IL1B	2
GO:0010755	GO:0010755	regulation of plasminogen activation	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	CLEC3B/CPB2	2
GO:0010870	GO:0010870	positive regulation of receptor biosynthetic process	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	HOXA5/EDN1	2
GO:0014870	GO:0014870	response to muscle inactivity	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	SGCA/UTRN	2
GO:0015791	GO:0015791	polyol transport	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	AQP9/AQP1	2
GO:0015802	GO:0015802	basic amino acid transport	2/1389	11/17913	0.207895357196394	0.386820510744742	0.260758317281347	SLC11A1/SLC7A7	2
